id,Russian,English,orthography,transcription,prs,form2,form3,pos,additional_forms,kk,jena200,gld110,def_RU,context
878,ДАЛЕКО,FAR,чӏчӏиду,čʼːidu,,,,adv,,497,42,101,"Самое общее слово, как правило, наречие, обозначающее высокую степень удалённости в пространстве. Избегать прилагательных и послелогов, если они отличаются. Антоним БЛИЗКО. (CoBL)","1. Он далеко, он меня не слышит. 2. Это дерево далеко, я его плохо вижу, а это дерево близко, я его хорошо вижу. (GLD)"
879,РАСТИ,GROW,щаледу,šːardegu,щарда эгу (щардегу),щали,щалиби,v,,0,0,0,"Увеличиваться в размере, о растении. Отличать от ‘расти’ в значении ‘существовать’ (Во дворе растёт дерево).",У нас во дворе выросло высокое дерево.
880,МЕРИТЬ,MEASURE,маНседу,-ãsidegu,маНсида эгу (маНсидегу),маНси,маНса,v,ваНси йаНси маНси маНси наНси,136,0,0,Достоверно определять количество единицы материала путём рассчитанного сравнения с некоторым стандартом. (Concepticon),"Он померил ткань, чтобы сшить рубашку."
881,ПЯДЬ БОЛЬШАЯ,GREAT SPAN,рекьин,reʟʼin,,рекьинал,рекьинди,n,,45,0,0,Расстояние между большим пальцем и мизинцем.,Он отрезал 7 пядей ткани.
882,ПЯДЬ МАЛАЯ,LITTLE SPAN,хъату,qatu,,,,n,,46,0,0,Расстояние между большим и указательным пальцем.,Он отрезал 7 пядей ткани.
883,БОЛЬШОЙ,BIG,"гьинкӏяб, гьинкӏяхӏаб","hink’ʲaħab, hink’ʲab",,,,adj,,521,11,5,"Антоним «маленького». Самый общий термин, как правило, прилагательное, относящийся к большому размеру неодушевлённого объекта.","1. Муравей очень маленький. 2. Этот камень большой, а тот — маленький."
884,МАЛЕНЬКИЙ,SMALL,мукӏуб,mukʼub,,,,adj,,522,147,78,"Антоним «большого». Самое общее слово, как правило, прилагательное, относящееся к малому физическому размеру неодушевлённого предмета. (CoBL)","1. У этого человека большой нос, а у того — маленький. (GLD) 2. Это большой камень, а это — маленький. (CoBL)"
885,ДЛИННЫЙ,LONG,беххилаб,-eχːila-,,,,adj,реххиларе рельиби - длинные руки,518,97,49,"Обладающий большим расстоянием от одной крайней точки до другой крайней точки. (Concepticon) О физических объектах. Не смешивать с ‘высокий’ (вертикальное положение) в тех языках, которые различают эти два слова. Антоним — №105 ‘короткий’. (GLD)","1. Вот длинная палка, а вот короткая. (GLD) 2. Эта веревка длинная, мне нужна короткая. (GLD) 3. У женщин длинные волосы, у мужчин короткие."
886,КОРОТКИЙ,SHORT,бачакӏуб,-ačakʼu-,,,,adj,рачакӏуре рельиби - короткие руки,520,141,105,"Базовый антоним ‘длинного’, далее см. CoBL.","1. Вот длинная палка, а вот короткая. (GLD) 2. Эта веревка длинная, мне нужна короткая. (GLD) 3. У женщин длинные волосы, у мужчин короткие."
887,ШИРОКИЙ,WIDE,имуб,imub,,,,adj,,525,196,0,"Имеется в виду значение, противоположное ‘узкому’ (т.е. об областях, промежутках), а не ‘тонкому’ (т.е. об объектах). Таким образом, лексема должна быть самым обычным прилагательным для референции к (горизонтальному) промежутку или пространству между двумя сторонами, а не к (горизонтальнрой) ширине объекта или человека. (CoBL, см. далее)","Здесь ущелье широкое, дальше оно узкое. (CoBL)"
888,УЗКИЙ,NARROW,чӏчӏедируб,čʼːedirub,,,,adj,,526,107,0,"О промежутке, в противоположность ‘широкому’. *Не* об объекте, *не* антоним ‘толстого’. (CoBL)","Здесь ущелье широкое, дальше оно узкое. (CoBL)"
889,ТОЛСТЫЙ,THICK,бещаб,-ešːa-,,,,adj,рещаре кораби - толстые веревки,527,171,0,"Самое общее слово, описывающее сравнительно большое расстояние между противоположными поверхностями (лицевой и тыльной сторонами) объекта. (далее см. CoBL) Многие языки различают два вида значения ‘толстый’: 1D (верёвка) и 2D (стена). Основным словом должно быть словом со значением 2D. Другое слово можно ввести как синоним.","1. Этот ствол толстый, его придётся долго рубить. (CoBL) 2. Эта шкура толстая, а эта — тонкая. 3. Эта верёвка толстая, а эта — тонкая."
